,,70000,None,
,,9100,BeeWilds,2,
,,1500,BeeWilds,3,
,,1250,BeeWilds,4,
,,150,BeeWilds,5,
,,150,BeeWilds,6,
,,150,BeeWilds,7,
,,1500,BookReplacement,0,
,,1750,BookReplacement,1,
,,1500,BookReplacement,2,
,,1750,BookReplacement,3,
,,1500,BookReplacement,4,
,,1750,BookReplacement,5,
,,1500,BookReplacement,6,
,,1750,BookReplacement,7,
,,1500,BookReplacement,8,
,,1750,BookReplacement,9,
,,1000,BookReplacement,10,
,,2500,BookReplacement,11,
,,2000,BookReplacement,12,
,,1000,BookReplacement,13,
,,2500,BookReplacement,14,
,,2000,BookReplacement,15,
,,1000,BookReplacement,16,
,,2500,BookReplacement,17,
,,2000,BookReplacement,18,
,,1000,BookReplacement,19,
,,2500,BookReplacement,20,
,,2000,BookReplacement,21,
,,1000,BookReplacement,22,
,,2500,BookReplacement,23,
,,2000,BookReplacement,24,
,,5000,FakeBee,
,HighWays,
,,750000,None,
,,3000,BeeWilds,2,
,,1500,BeeWilds,3,
,,250,BeeWilds,4,
,,50,BeeWilds,5,
,,5000,ExpandedInstantPrize,4,
,,5000,ExpandedInstantPrize,5,
,,5000,ExpandedInstantPrize,6,
,,5000,ExpandedInstantPrize,7,
,,3000,ExpandedInstantPrize,8,
,,3000,ExpandedInstantPrize,9,
,,2000,ExpandedInstantPrize,10,
,,12500,ExpandedInstantPrize,21,
,,12500,ExpandedInstantPrize,22,
,,12500,ExpandedInstantPrize,23,
,,5000,FakeBee,
,MaxWays,
,,750000,None,
ReplaceHeavy,
,MinWays,
,,15,None,
,,2,GuaranteedWin,,0,3,1,
,,2,GuaranteedWin,,0,4,1,
,,2,GuaranteedWin,,1,3,1,
,,2,GuaranteedWin,,1,4,1,
,,2,GuaranteedWin,,2,3,1,
,,2,GuaranteedWin,,2,4,1,
,,2,GuaranteedWin,,3,3,1,
,,2,GuaranteedWin,,3,4,1,
,,2,GuaranteedWin,,4,3,1,
,,2,GuaranteedWin,,4,4,1,
,,20,BeeWilds,2,
,,1,BeeWilds,3,
,LowWays,
,,570000,None,
,,15000,BeeWilds,2,
,,7500,BeeWilds,3,
,,3500,BeeWilds,4,
,,1250,BeeWilds,5,
,,17000,BookReplacement,0,
,,7500,BookReplacement,1,
,,17000,BookReplacement,2,
,,7500,BookReplacement,3,
,,17000,BookReplacement,4,
,,7500,BookReplacement,5,
,,17000,BookReplacement,6,
,,7500,BookReplacement,7,
,,17000,BookReplacement,8,
,,7500,BookReplacement,9,
,,10000,BookReplacement,10,
,,7500,BookReplacement,11,
,,1500,BookReplacement,12,
,,10000,BookReplacement,13,
,,7500,BookReplacement,14,
,,1500,BookReplacement,15,
,,7500,BookReplacement,16,
,,5000,BookReplacement,17,
,,1500,BookReplacement,18,
,,7500,BookReplacement,19,
,,5000,BookReplacement,20,
,,1500,BookReplacement,21,
,,7500,BookReplacement,22,
,,5000,BookReplacement,23,
,,1500,BookReplacement,24,
,,15000,FakeBee,
,MedWays,
,,570000,None,
,,9100,BeeWilds,2,
,,1500,BeeWilds,3,
,,1250,BeeWilds,4,
,,150,BeeWilds,5,
,,7500,BookReplacement,0,
,,1250,BookReplacement,1,
,,7500,BookReplacement,2,
,,1250,BookReplacement,3,
,,7500,BookReplacement,4,
,,1250,BookReplacement,5,
,,7500,BookReplacement,6,
,,1250,BookReplacement,7,
,,7500,BookReplacement,8,
,,1250,BookReplacement,9,
,,5000,BookReplacement,10,
,,2500,BookReplacement,11,
,,1500,BookReplacement,12,
,,5000,BookReplacement,13,
,,2500,BookReplacement,14,
,,1500,BookReplacement,15,
,,5000,BookReplacement,16,
,,2500,BookReplacement,17,
,,1500,BookReplacement,18,
,,5000,BookReplacement,19,
,,2500,BookReplacement,20,
,,1500,BookReplacement,21,
,,5000,BookReplacement,22,
,,2500,BookReplacement,23,
,,1500,BookReplacement,24,
,,15000,FakeBee,
,HighWays,
,,750000,None,
,,3000,BeeWilds,2,
,,1500,BeeWilds,3,
,,250,BeeWilds,4,
,,15000,BookReplacement,0,
,,4500,BookReplacement,1,
,,15000,BookReplacement,2,
,,4500,BookReplacement,3,
,,15000,BookReplacement,4,
,,4500,BookReplacement,5,
,,15000,BookReplacement,6,
,,4500,BookReplacement,7,
,,15000,BookReplacement,8,
,,4500,BookReplacement,9,
,,1500,BookReplacement,10,
,,12000,BookReplacement,11,
,,3500,BookReplacement,12,
,,1500,BookReplacement,13,
,,12000,BookReplacement,14,
,,3500,BookReplacement,15,
,,1500,BookReplacement,16,
,,12000,BookReplacement,17,
,,3500,BookReplacement,18,
,,1500,BookReplacement,19,
,,12000,BookReplacement,20,
,,3500,BookReplacement,21,
,,1500,BookReplacement,22,
,,12000,BookReplacement,23,
,,3500,BookReplacement,24,
,,15000,FakeBee,
,MaxWays,
,,750000,None,
,,6500,BeeWilds,2,
,,2700,BeeWilds,3,
,,500,BeeWilds,4,
,,300,BeeWilds,5,
,,7500,BookReplacement,0,
,,2500,BookReplacement,1,
,,7500,BookReplacement,2,
,,2500,BookReplacement,3,
,,7500,BookReplacement,4,
,,2500,BookReplacement,5,
,,7500,BookReplacement,6,
,,2500,BookReplacement,7,
,,7500,BookReplacement,8,
,,2500,BookReplacement,9,
,,3000,BookReplacement,10,
,,4000,BookReplacement,11,
,,3000,BookReplacement,12,
,,3000,BookReplacement,13,
,,4000,BookReplacement,14,
,,3000,BookReplacement,15,
,,3000,BookReplacement,16,
,,4000,BookReplacement,17,
,,3000,BookReplacement,18,
,,3000,BookReplacement,19,
,,4000,BookReplacement,20,
,,3000,BookReplacement,21,
,,3000,BookReplacement,22,
,,4000,BookReplacement,23,
,,3000,BookReplacement,24,
,,15000,FakeBee,
InstantHeavy,
,MinWays,
,,15,None,
,,2,GuaranteedWin,,0,3,1,
,,2,GuaranteedWin,,0,4,1,
,,2,GuaranteedWin,,1,3,1,
,,2,GuaranteedWin,,1,4,1,
,,2,GuaranteedWin,,2,3,1,
,,2,GuaranteedWin,,2,4,1,
,,2,GuaranteedWin,,3,3,1,
,,2,GuaranteedWin,,3,4,1,
,,2,GuaranteedWin,,4,3,1,
,,2,GuaranteedWin,,4,4,1,
,,20,BeeWilds,2,
,,1,BeeWilds,3,
,LowWays,
,,570000,None,
,,15000,BeeWilds,2,
,,7500,BeeWilds,3,
,,3500,BeeWilds,4,
,,1250,BeeWilds,5,
,,5000,ExpandedInstantPrize,1,
,,5000,ExpandedInstantPrize,2,
,,5000,ExpandedInstantPrize,3,
,,5000,ExpandedInstantPrize,4,
,,5000,ExpandedInstantPrize,5,
,,5000,ExpandedInstantPrize,6,
,,5000,ExpandedInstantPrize,7,
,,5000,ExpandedInstantPrize,8,
,,5000,ExpandedInstantPrize,9,
,,5000,ExpandedInstantPrize,10,
,,5000,ExpandedInstantPrize,11,
,,5000,ExpandedInstantPrize,12,
,,5000,ExpandedInstantPrize,13,
,,5000,ExpandedInstantPrize,14,
,,5000,ExpandedInstantPrize,15,
,,10000,ExpandedInstantPrize,21,
,,15000,ExpandedInstantPrize,22,
,,15000,ExpandedInstantPrize,23,
,,10000,FakeBee,
,MedWays,
,,570000,None,
,,9100,BeeWilds,2,
,,1500,BeeWilds,3,
,,1250,BeeWilds,4,
,,150,BeeWilds,5,
,,5000,ExpandedInstantPrize,1,
,,5000,ExpandedInstantPrize,2,
,,5000,ExpandedInstantPrize,3,
,,5000,ExpandedInstantPrize,4,
,,5000,ExpandedInstantPrize,5,
,,5000,ExpandedInstantPrize,6,
,,5000,ExpandedInstantPrize,7,
,,5000,ExpandedInstantPrize,8,
,,5000,ExpandedInstantPrize,9,
,,5000,ExpandedInstantPrize,10,
,,5000,ExpandedInstantPrize,11,
,,5000,ExpandedInstantPrize,12,
,,5000,ExpandedInstantPrize,13,
,,5000,ExpandedInstantPrize,14,
,,5000,ExpandedInstantPrize,15,
,,10000,ExpandedInstantPrize,21,
,,20000,ExpandedInstantPrize,22,
,,20000,ExpandedInstantPrize,23,
,,10000,FakeBee,
,HighWays,
,,750000,None,
,,3000,BeeWilds,2,
,,1500,BeeWilds,3,
,,250,BeeWilds,4,
,,5000,ExpandedInstantPrize,1,
,,5000,ExpandedInstantPrize,2,
,,5000,ExpandedInstantPrize,3,
,,5000,ExpandedInstantPrize,4,
,,5000,ExpandedInstantPrize,5,
,,5000,ExpandedInstantPrize,6,
,,5000,ExpandedInstantPrize,7,
,,5000,ExpandedInstantPrize,8,
,,5000,ExpandedInstantPrize,9,
,,5000,ExpandedInstantPrize,10,
,,5000,ExpandedInstantPrize,11,
,,5000,ExpandedInstantPrize,12,
,,5000,ExpandedInstantPrize,13,
,,5000,ExpandedInstantPrize,14,
,,5000,ExpandedInstantPrize,15,
,,10000,ExpandedInstantPrize,21,
,,20000,ExpandedInstantPrize,22,
,,20000,ExpandedInstantPrize,23,
,,20000,FakeBee,
,MaxWays,
,,750000,None,
,,6500,BeeWilds,2,
,,2700,BeeWilds,3,
,,500,BeeWilds,4,
,,300,BeeWilds,5,
,,5000,ExpandedInstantPrize,1,
,,5000,ExpandedInstantPrize,2,
,,5000,ExpandedInstantPrize,3,
,,5000,ExpandedInstantPrize,4,
,,5000,ExpandedInstantPrize,5,
,,5000,ExpandedInstantPrize,6,
,,5000,ExpandedInstantPrize,7,
,,5000,ExpandedInstantPrize,8,
,,5000,ExpandedInstantPrize,9,
,,5000,ExpandedInstantPrize,10,
,,5000,ExpandedInstantPrize,11,
,,5000,ExpandedInstantPrize,12,
,,5000,ExpandedInstantPrize,13,
,,5000,ExpandedInstantPrize,14,
,,5000,ExpandedInstantPrize,15,
,,10000,ExpandedInstantPrize,21,
,,25000,ExpandedInstantPrize,22,
,,25000,ExpandedInstantPrize,23,
,,25000,FakeBee,
BonusHigh,
,MinWays,
,,800000,None,
,,120000,BeeWilds,3,
,,60000,BeeWilds,4,
,,10000,BeeWilds,5,
,,10000,BeeWilds,6,
,LowWays,
,,750000,None,
,,15000,BeeWilds,3,
,,15000,BeeWilds,4,
,,15000,BeeWilds,5,
,,2500,BeeWilds,6,
,,2500,BeeWilds,7,
,,4900,BookReplacement,0,
,,2100,BookReplacement,1,
,,4900,BookReplacement,2,
,,2100,BookReplacement,3,
,,4900,BookReplacement,4,
,,2100,BookReplacement,5,
,,4900,BookReplacement,6,
,,2100,BookReplacement,7,
,,4900,BookReplacement,8,
,,2100,BookReplacement,9,
,,3900,BookReplacement,10,
,,5200,BookReplacement,11,
,,3900,BookReplacement,12,
,,3900,BookReplacement,13,
,,5200,BookReplacement,14,
,,3900,BookReplacement,15,
,,3900,BookReplacement,16,
,,5200,BookReplacement,17,
,,3900,BookReplacement,18,
,,3900,BookReplacement,19,
,,5200,BookReplacement,20,
,,3900,BookReplacement,21,
,,3900,BookReplacement,22,
,,5200,BookReplacement,23,
,,3900,BookReplacement,24,
,,10000,ExpandedInstantPrize,1,
,,10000,ExpandedInstantPrize,2,
,,15000,ExpandedInstantPrize,3,
,,15000,ExpandedInstantPrize,4,
,,7000,ExpandedInstantPrize,5,
,,7000,ExpandedInstantPrize,6,
,,5000,ExpandedInstantPrize,7,
,,5000,ExpandedInstantPrize,8,
,,4000,ExpandedInstantPrize,9,
,,4000,ExpandedInstantPrize,10,
,,4000,ExpandedInstantPrize,11,
,,3500,ExpandedInstantPrize,12,
,,3500,ExpandedInstantPrize,13,
,,2250,ExpandedInstantPrize,14,
,,2250,ExpandedInstantPrize,15,
,,500,ExpandedInstantPrize,16,
,,500,ExpandedInstantPrize,17,
,,500,ExpandedInstantPrize,18,
,,500,ExpandedInstantPrize,19,
,,500,ExpandedInstantPrize,20,
,MedWays,
,,750000,None,
,,15000,BeeWilds,3,
,,15000,BeeWilds,4,
,,15000,BeeWilds,5,
,,2500,BeeWilds,6,
,,2500,BeeWilds,7,
,,4900,BookReplacement,0,
,,2100,BookReplacement,1,
,,4900,BookReplacement,2,
,,2100,BookReplacement,3,
,,4900,BookReplacement,4,
,,2100,BookReplacement,5,
,,4900,BookReplacement,6,
,,2100,BookReplacement,7,
,,4900,BookReplacement,8,
,,2100,BookReplacement,9,
,,3900,BookReplacement,10,
,,5200,BookReplacement,11,
,,3900,BookReplacement,12,
,,3900,BookReplacement,13,
,,5200,BookReplacement,14,
,,3900,BookReplacement,15,
,,3900,BookReplacement,16,
,,5200,BookReplacement,17,
,,3900,BookReplacement,18,
,,3900,BookReplacement,19,
,,5200,BookReplacement,20,
,,3900,BookReplacement,21,
,,3900,BookReplacement,22,
,,5200,BookReplacement,23,
,,3900,BookReplacement,24,
,,10000,ExpandedInstantPrize,1,
,,10000,ExpandedInstantPrize,2,
,,15000,ExpandedInstantPrize,3,
,,15000,ExpandedInstantPrize,4,
,,7000,ExpandedInstantPrize,5,
,,7000,ExpandedInstantPrize,6,
,,5000,ExpandedInstantPrize,7,
,,5000,ExpandedInstantPrize,8,
,,4000,ExpandedInstantPrize,9,
,,4000,ExpandedInstantPrize,10,
,,4000,ExpandedInstantPrize,11,
,,3500,ExpandedInstantPrize,12,
,,3500,ExpandedInstantPrize,13,
,,2250,ExpandedInstantPrize,14,
,,2250,ExpandedInstantPrize,15,
,,500,ExpandedInstantPrize,16,
,,500,ExpandedInstantPrize,17,
,,500,ExpandedInstantPrize,18,
,,500,ExpandedInstantPrize,19,
,,500,ExpandedInstantPrize,20,
,HighWays,
,,700000,None,
,,40000,BeeWilds,3,
,,30000,BeeWilds,4,
,,20000,BeeWilds,5,
,,5000,BeeWilds,6,
,,5000,BeeWilds,7,
,,3600,BookReplacement,0,
,,2400,BookReplacement,1,
,,3600,BookReplacement,2,
,,2400,BookReplacement,3,
,,3600,BookReplacement,4,
,,2400,BookReplacement,5,
,,3600,BookReplacement,6,
,,2400,BookReplacement,7,
,,3600,BookReplacement,8,
,,2400,BookReplacement,9,
,,4200,BookReplacement,10,
,,5600,BookReplacement,11,
,,4200,BookReplacement,12,
,,4200,BookReplacement,13,
,,5600,BookReplacement,14,
,,4200,BookReplacement,15,
,,4200,BookReplacement,16,
,,5600,BookReplacement,17,
,,4200,BookReplacement,18,
,,4200,BookReplacement,19,
,,5600,BookReplacement,20,
,,4200,BookReplacement,21,
,,4200,BookReplacement,22,
,,5600,BookReplacement,23,
,,4200,BookReplacement,24,
,,10000,ExpandedInstantPrize,1,
,,10000,ExpandedInstantPrize,2,
,,15000,ExpandedInstantPrize,3,
,,15000,ExpandedInstantPrize,4,
,,7000,ExpandedInstantPrize,5,
,,7000,ExpandedInstantPrize,6,
,,5000,ExpandedInstantPrize,7,
,,5000,ExpandedInstantPrize,8,
,,4000,ExpandedInstantPrize,9,
,,4000,ExpandedInstantPrize,10,
,,4000,ExpandedInstantPrize,11,
,,3500,ExpandedInstantPrize,12,
,,3500,ExpandedInstantPrize,13,
,,2250,ExpandedInstantPrize,14,
,,2250,ExpandedInstantPrize,15,
,,500,ExpandedInstantPrize,16,
,,500,ExpandedInstantPrize,17,
,,500,ExpandedInstantPrize,18,
,,500,ExpandedInstantPrize,19,
,,500,ExpandedInstantPrize,20,
,MaxWays,
,,500000,None,
,,36000,BeeWilds,3,
,,36000,BeeWilds,4,
,,30000,BeeWilds,5,
,,9000,BeeWilds,6,
,,90000,BeeWilds,7,
,,6900,BookReplacement,0,
,,16100,BookReplacement,1,
,,6900,BookReplacement,2,
,,16100,BookReplacement,3,
,,6900,BookReplacement,4,
,,16100,BookReplacement,5,
,,6900,BookReplacement,6,
,,16100,BookReplacement,7,
,,6900,BookReplacement,8,
,,16100,BookReplacement,9,
,,1150,BookReplacement,10,
,,11500,BookReplacement,11,
,,10350,BookReplacement,12,
,,1150,BookReplacement,13,
,,11500,BookReplacement,14,
,,10350,BookReplacement,15,
,,1150,BookReplacement,16,
,,11500,BookReplacement,17,
,,10350,BookReplacement,18,
,,1150,BookReplacement,19,
,,11500,BookReplacement,20,
,,10350,BookReplacement,21,
,,1150,BookReplacement,22,
,,11500,BookReplacement,23,
,,10350,BookReplacement,24,
,,15000,ExpandedInstantPrize,1,
,,15000,ExpandedInstantPrize,2,
,,22500,ExpandedInstantPrize,3,
,,22500,ExpandedInstantPrize,4,
,,10500,ExpandedInstantPrize,5,
,,10500,ExpandedInstantPrize,6,
,,7500,ExpandedInstantPrize,7,
,,7500,ExpandedInstantPrize,8,
,,6000,ExpandedInstantPrize,9,
,,6000,ExpandedInstantPrize,10,
,,6000,ExpandedInstantPrize,11,
,,5250,ExpandedInstantPrize,12,
,,5250,ExpandedInstantPrize,13,
,,3375,ExpandedInstantPrize,14,
,,3375,ExpandedInstantPrize,15,
,,750,ExpandedInstantPrize,16,
,,750,ExpandedInstantPrize,17,
,,750,ExpandedInstantPrize,18,
,,750,ExpandedInstantPrize,19,
,,750,ExpandedInstantPrize,20,
